"BusinessName","Telephone","Email","EmailHost","WebsiteURL","Linkedin","FacebookProfile","FacebookMessenger","Instagram","Twitter","Google_Rank","DomainRegistered","DomainExpiry","DomainNameserver","DomainRegistrar","Instagram_Followers","Instagram_Follows","Instagram_TotalPhotos","Instagram_Average_Likes","Instagram_Average_Comments","Instagram_Is_verified","Instagram_HighlightReel_Count","Instagram_Is_BizAccount","Instagram_AccountName","YelpAds","FBMessenger_Ads","FacebookAds","Instagram_Ads","Adwords_Ads","Gmaps_URL","GMB_Claimed","FacebookPixel","GooglePixel","CriteoPixel","GoogleStars","GoogleCount","YelpStars","Yelpcount","FacebookStars","Facebookcount","MainCategory","Address","City","State","ZIP","MobileFriendly","GoogleAnalytics","SchemaMarkup","UseWordpress","UseShopify","LinkedinAnalytics"
"Kinder Clinic","6567324718","knovena@kinderclinic.com.sg","Pro Plan Only","https://www.kinderclinic.com.sg/parkwayeast3","https://www.linkedin.com/company/kinder-international-healthcare-consultancy-pvt.-ltd.","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Kinder+Clinic/@1.3029564619064,103.83567810059,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x7C6F9994F41603AF!8m2!3d1.3029564619064!4d103.83567810059","1","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","290 Orchard Road","Singapore","Singapore","238859","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Adelphi Psych Medicine Clinic - Psychiatrists, Psychologists and Psychotherapists","6562509833","jobs@streetdirectory.com","Pro Plan Only","https://www.streetdirectory.com/sg/the-adelphi/1-coleman-street-179803/85_12949.html","https://www.linkedin.com/company/street-directory-pte-ltd","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Adelphi+Psych+Medicine+Clinic+-+Psychiatrists%2C+Psychologists+and+Psychotherapists/@1.2851858139038,103.84429931641,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xD10034195A9E01D8!8m2!3d1.2851858139038!4d103.84429931641","1","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","#04-32, The Adelphi, 1 Coleman Street","Singapore","Singapore","179803","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Jack Foong Co","62981729","carolyn.lim@sgx.com","Pro Plan Only","https://csis.org.sg/","https://www.linkedin.com/company/chartered-secretaries-institute-of-singapore","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Jack+Foong+Co/@1.2955455780029,103.85558319092,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x86FB218CAF811A50!8m2!3d1.2955455780029!4d103.85558319092","1","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","6001 Beach Road Downtown Core 199589","Downtown Core","Central Region, Singapore","199589","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Animal Infirmary Pte Ltd","6563582663","animalinfirmary@gmail.com","Pro Plan Only","https://animalinfirmary.com.sg/contact/","https://www.linkedin.com/company/singapore-animal-infirmary-vet-clinic","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://g.page/animal-infirmary-veterinary","1","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","112 Lavender Street","Singapore","Singapore","338728","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"EYE QUOTIENT PTE. LTD.","6568873797","dryanpingxu@gmail.com","Pro Plan Only","https://www.eyespecialist.com.sg/","https://www.linkedin.com/company/eye-specialist-clinic-pte-ltd","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/EYE+QUOTIENT+PTE.+LTD./@1.3033699989319,103.83554840088,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x6096B40FA4FA2F70!8m2!3d1.3033699989319!4d103.83554840088","1","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","290 ORCHARD ROAD","Singapore","Singapore","238859","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Kallang Polyclinic","69700882","sharon@sesami.com","Pro Plan Only","https://www.nhgp.com.sg/our-polyclinics/all-polyclinics/pages/polyclinic-kallang.aspx","https://www.linkedin.com/company/national-healthcare-group-polyclinics","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Kallang+Polyclinic/@1.3174121379852,103.86194610596,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x172D8ED7F6162743!8m2!3d1.3174121379852!4d103.86194610596","1","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","45 Boon Keng Road Singapore 339771","Singapore","Singapore","339771","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Harley Street Heart & Vascular Centre","6562355300","michael.macdonald@harleystreet.sg","Pro Plan Only","http://www.harleystreet.sg","https://www.linkedin.com/company/harley-street-heart-","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Harley+Street+Heart+%26+Vascular+Centre/@1.3050789,103.8355742,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xC456DC004659D44E!8m2!3d1.3050789!4d103.8355742","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","3 Mount Elizabeth,  #11-07","Singapore","SG","228510","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"International Eye Cataract Retina Centre","6564432020","eyecataractretina@gmail.com","Pro Plan Only","http://eyecataractretina.com","https://www.linkedin.com/company/international-eye-cataract-retina-centre","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://g.page/eyecataractretina","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","1 Farrer Park Station Rd,  #14-07/08","Singapore","SG","217562","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"KK Women's & Children's Hospital","6562934044","centralappt@kkh.com.sg","Pro Plan Only","http://www.kkh.com.sg","https://www.linkedin.com/company/kk-women's-&-children's-hospital","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/KK+Women%27s+%26+Children%27s+Hospital/@1.3106589,103.8468218,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x8332AE01F3013261!8m2!3d1.3106589!4d103.8468218","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","100 Bukit Timah Road","Singapore","SG","229899","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"SI En TCM Medical Clinic Pte Ltd","6567747900","gm@sientcm.com","Pro Plan Only","http://www.sientcm.com","https://www.linkedin.com/company/si-en-tcm-medical-clinic-pte-ltd","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/SI+En+TCM+Medical+Clinic+Pte+Ltd/@1.3138385843391,103.76174728286,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xADA0F2E4146E6BE0!8m2!3d1.3138385843391!4d103.76174728286","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","433 Clementi Avenue 3, # 01-264","Singapore","SG","120433","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"TLC Speech Clinic","6581031089","lynnette@tlcspeechclinic.com","Pro Plan Only","http://www.tlcspeechclinic.com","https://www.linkedin.com/company/tlc-speech-and-feeding-clinic","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/TLC+Speech+Clinic/@1.3177111,103.8434909,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x87EBF9A2C99B015E!8m2!3d1.3177111!4d103.8434909","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","101 Thomson Rd, #07-01, United Square","Singapore","SG","307591","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Shim Clinic","6561007446","shimclinic@gmail.com","Pro Plan Only","http://www.shimclinic.com","https://www.linkedin.com/company/shim-clinic","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","","","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","168 Bedok South Avenue 3, #01-473","Singapore","SG","460168","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Guardian","6568343598","mycareer@dairy-farm.com.sg","Pro Plan Only","http://www.guardian.com.sg","https://www.linkedin.com/company/guardian-singapore","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Guardian/@1.2860330864396,103.85985729969,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x55A558DAC025C662!8m2!3d1.2860330864396!4d103.85985729969","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","2 Bayfront Ave, #B2-49, Marina Bay Sands","Singapore","SG","018956","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"The Oral Maxillofacial Practice","6567371649","accounts@omfp.com.sg","Pro Plan Only","http://www.omfp.com.sg/","https://www.linkedin.com/company/the-oral-maxillofacial-practice","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/The+Oral+Maxillofacial+Practice/@1.303152,103.823715,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x8EBFC0875FA1CFD!8m2!3d1.303152!4d103.823715","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","One Orchard Boulevard #10-04 Camden Medical Centre","Singapore","SG","248649","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Capital Medical Centre","6563335144","contact_us@healthhub.sg","Pro Plan Only","https://www.healthhub.sg/directory/14/57297/capital-medical-centre","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Capital+Medical+Centre/@1.2923045,103.8508253,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xBDC8DF9AF144C05E!8m2!3d1.2923045!4d103.8508253","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","#05-18 Capital Medical Centre, Peninsula Plaza, 179098","Museum","Central","189620","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Cosmopolitan Clinic Pte Ltd","6563273773","enquiries@cosmopolitanclinic.com","Pro Plan Only","https://www.cosmopolitanclinic.com/","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Cosmopolitan+Clinic+Pte+Ltd/@1.286582,103.848702,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xEE69AF45440F5768!8m2!3d1.286582!4d103.848702","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","25 Lor Telok","Singapore","Singapore","048825","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"YS Healthcare TCM Clinic LLP","6568831038","enquiry@yshealthcare.com","Pro Plan Only","http://www.yshealthcare.com/","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/YS+Healthcare+TCM+Clinic+LLP/@1.291359,103.851346,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x1746417AED221880!8m2!3d1.291359!4d103.851346","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","1 Coleman St #04-24 The Adelphi Singapore","Singapore","Singapore","179097","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Jade Medical Clinic","6562259813","doctor@jademedical.com.sg","Pro Plan Only","https://www.jademedical.com.sg/","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Jade+Medical+Clinic/@1.2891137,103.8466671,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x8C4D3FB547C23965!8m2!3d1.2891137!4d103.8466671","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","OfficeTower #1 Jade Medical Clinic, The Central, 059818","Singapore River","Central Region, Singapore","05","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Dr. B Medical Group","6588812344","contact@dbclinic.com.sg","Pro Plan Only","https://dbclinic.com.sg/","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Dr.+B+Medical+Group/@1.278027,103.8479839,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xDE7F4BDAC3092FBA!8m2!3d1.278027!4d103.8479839","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","#03-09A Dr. B Medical Group, SBF Center Medical Suites, 068914","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"PULSE CLINIC Singapore | A Lifestyle Clinic","6569745919","info.kl@pulse-clinic.com","Pro Plan Only","https://www.pulse-clinic.com.sg/","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://g.page/PULSEsingapore","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","PULSE CLINIC Singapore | A Lifestyle Clinic, Singapore 088854","Singapore","Singapore","088854","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Ongs Clinic","6563371814","ongsclinic1@yahoo.com.sg","Pro Plan Only","https://www.ongsclinic.com/","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/Ongs+Clinic/@1.3021504,103.8527278,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x2D31C917E9AC0832!8m2!3d1.3021504!4d103.8527278","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","175 Bencoolen St","Singapore","SG","187965","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"DTAP Express (Marine Parade)","6566907205","hello@dtapexpress.clinic","Pro Plan Only","https://dtapexpress.clinic/","","","","","","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Agency/Pro","Upgrade","Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only","https://maps.google.com/maps/place/DTAP+Express+%28Marine+Parade%29/@1.3014702,103.9051552,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xF393BB391BE888CD!8m2!3d1.3014702!4d103.9051552","verified","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","B3-18 DTAP Clinic @Duo Galleria (Dr. Tan & Partners Womens Health), DUO Galleria (Bugis MRT","Singapore","","188778","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
